iter	Logloss
376	0.2705541031
377	0.2704771588
378	0.2702379061
379	0.270103433
380	0.2699637374
381	0.2697077256
382	0.2695996852
383	0.2693961904
384	0.2692926742
385	0.2691359702
386	0.2689996769
387	0.2688460336
388	0.2687084219
389	0.268532215
390	0.2684387204
391	0.2683056581
392	0.2681924294
393	0.2681169117
394	0.2680037911
395	0.2678549129
396	0.2677183731
397	0.2675348657
398	0.267423946
399	0.2673815465
400	0.267281696
401	0.2671704171
402	0.2670509313
403	0.2667450815
404	0.2666769206
405	0.2665924379
406	0.2664437101
407	0.2663153092
408	0.2662195192
409	0.2660793418
410	0.2659300706
411	0.2658033348
412	0.2657088803
413	0.2656022448
414	0.2654584679
415	0.2653712585
416	0.2652421237
417	0.2651841774
418	0.2650648882
419	0.2649628212
420	0.2648736133
421	0.2647324772
422	0.264627052
423	0.2645394907
424	0.2644579491
425	0.2643341575
426	0.2642521
427	0.2641405923
428	0.263797701
429	0.2636677352
430	0.2635591301
431	0.2633995828
432	0.2633123829
433	0.2631698287
434	0.2630970371
435	0.2630215676
436	0.2629295716
437	0.2628527135
438	0.2626720945
439	0.2625878883
440	0.2625132635
441	0.2624106926
442	0.2622844719
443	0.2621819924
444	0.2620242726
445	0.2619443332
446	0.2618145161
447	0.2617286677
448	0.2615713532
449	0.2614240137
450	0.2612940103
451	0.2610860003
452	0.2609969135
453	0.2607825198
454	0.2606367528
455	0.2605684133
456	0.2604712339
457	0.260379078
458	0.2600677812
459	0.2599806756
460	0.2598813429
461	0.2597708417
462	0.2596286858
463	0.259563231
464	0.2594553218
465	0.2593193661
466	0.2592716362
467	0.2592027672
468	0.2591228888
469	0.2590322604
470	0.2589468189
471	0.2588265613
472	0.2587512843
473	0.2586505017
474	0.2585266193
475	0.2584516481
476	0.2583208353
477	0.2581998989
478	0.2580691173
479	0.2579295477
480	0.2576254106
481	0.2575176114
482	0.2573840658
483	0.2573302629
484	0.2572002132
485	0.2570739194
486	0.2569589099
487	0.2568791646
488	0.2568139859
489	0.2567042048
490	0.2564748821
491	0.2563748952
492	0.2562538629
493	0.2560839983
494	0.2559756751
495	0.2558521738
496	0.2556434481
497	0.2555835915
498	0.2555157805
499	0.2553972059
500	0.2553149672
501	0.2552661803
502	0.2550774827
503	0.2550074034
504	0.2549253226
505	0.2548402265
506	0.2547680333
507	0.254663399
508	0.2545926046
509	0.2545202998
510	0.2544017839
511	0.2543108038
512	0.2541974887
513	0.2541126492
514	0.2540349794
515	0.2538763618
516	0.2537826618
517	0.2536408481
518	0.2535015752
519	0.2532818446
520	0.2532011894
521	0.2531093654
522	0.2530088832
523	0.2529269763
524	0.2528822094
525	0.2528306102
526	0.2527455332
527	0.2526590893
528	0.2525672718
529	0.2524831676
530	0.2524159816
531	0.252333954
532	0.2521966308
533	0.2521212676
534	0.2519784458
535	0.2518052599
536	0.2517206625
537	0.2516367498
538	0.2515189847
539	0.2514285764
540	0.2513049514
541	0.2510766327
542	0.2510019222
543	0.2508810888
544	0.250770452
545	0.250511982
546	0.2504046429
547	0.2502828168
548	0.2501620948
549	0.2501156234
550	0.2500728809
551	0.250014847
552	0.2498982993
553	0.2497958671
554	0.2497204298
555	0.2496084852
556	0.2495728568
557	0.249451894
558	0.2493775885
559	0.2492930804
560	0.24915088
561	0.2490768735
562	0.2489610255
563	0.2488723122
564	0.2487391925
565	0.2486263141
566	0.2485248081
567	0.2484226355
568	0.2483149292
569	0.2481229609
570	0.2480367851
571	0.2479624965
572	0.2478859615
573	0.2477786066
574	0.2476795779
575	0.2475085195
576	0.2474529223
577	0.2473846309
578	0.2472636022
579	0.2471024937
580	0.2470239415
581	0.2469530581
582	0.2468438874
583	0.2467719877
584	0.246690395
585	0.2466498464
586	0.2465483088
587	0.2465053071
588	0.2463796977
589	0.2462990871
590	0.2461678703
591	0.2460344375
592	0.2459675367
593	0.245891333
594	0.2458168006
595	0.2457347604
596	0.2456794702
597	0.2455524317
598	0.2455208683
599	0.245470251
600	0.2453883736
601	0.2453097123
602	0.2452426361
603	0.2451741137
604	0.2450650091
605	0.2449177535
606	0.2448141298
607	0.2447540814
608	0.2446668102
609	0.2445427497
610	0.2444592702
611	0.2443471406
612	0.2442469182
613	0.2441815587
614	0.244079309
615	0.2440166993
616	0.2439106446
617	0.243852918
618	0.2437605558
619	0.2436943624
620	0.2436373372
621	0.2435727901
622	0.2434970016
623	0.2432482545
624	0.2431891786
625	0.2430736014
626	0.2430091773
627	0.2429674785
628	0.2429106103
629	0.2428623656
630	0.2427923355
631	0.2426604985
632	0.2425411315
633	0.2424646367
634	0.2424169539
635	0.2422885058
636	0.2421927426
637	0.2421013208
638	0.2420268777
639	0.2419470481
640	0.2418930642
641	0.2418559573
642	0.2418196547
643	0.2417313532
644	0.2416651019
645	0.2415849364
646	0.2414981107
647	0.2413987523
648	0.2412892801
649	0.241153426
650	0.2410469891
651	0.2408870223
652	0.240795914
653	0.2407088499
654	0.2406070335
655	0.2405888693
656	0.2405257152
657	0.240437259
658	0.2403457429
659	0.2401582344
660	0.2399694058
661	0.2398766614
662	0.2397964049
663	0.2397508295
664	0.2396730704
665	0.2396206295
666	0.2395297122
667	0.2394528826
668	0.2393654912
669	0.2393089832
670	0.2392859393
671	0.2392464074
672	0.2391479986
673	0.2390851991
674	0.2390198548
675	0.23896053
676	0.2388817009
677	0.2387996564
678	0.2387372409
679	0.238631089
680	0.2385403071
681	0.2384299153
682	0.2383371805
683	0.2382569519
684	0.2381324876
685	0.2380806184
686	0.2379938298
687	0.2379323603
688	0.237885935
689	0.2376876254
690	0.2376251511
691	0.2375428355
692	0.2374702144
693	0.2373470678
694	0.2372582987
695	0.2371862072
696	0.2370965377
697	0.2370638746
698	0.2369678278
699	0.2369051533
700	0.2368482899
701	0.2367651354
702	0.2367103514
703	0.2366477195
704	0.2365741141
705	0.2364752021
706	0.2364038528
707	0.2363509491
708	0.2362856
709	0.2362357351
710	0.2360699147
711	0.2359585568
712	0.2358811685
713	0.2358315436
714	0.2357560443
715	0.2356844144
716	0.2356011011
717	0.2355259876
718	0.2354378008
719	0.2353713878
720	0.235304711
721	0.2352345691
722	0.2351481426
723	0.2350578855
724	0.2350120382
725	0.2349582793
726	0.2349033636
727	0.2347909423
728	0.2346904488
729	0.2346231592
730	0.2345465208
731	0.2344923261
732	0.234426386
733	0.2343081557
734	0.2342664136
735	0.2342222977
736	0.2341134493
737	0.2340166714
738	0.2339479188
739	0.2338959789
740	0.233843775
741	0.2337915647
742	0.2335997719
743	0.2335295383
744	0.2334491589
745	0.2333768944
746	0.2333395355
747	0.2332643154
748	0.2332140816
749	0.2331176186
750	0.2330615087
751	0.2330002935
752	0.2329104872
753	0.2328549984
754	0.2327956287
755	0.232717922
756	0.2326282825
757	0.2325557365
758	0.2325180969
759	0.2324399037
760	0.2323808822
761	0.2322949651
762	0.2322528058
763	0.2321727142
764	0.2320733343
765	0.2319714337
766	0.2318851283
767	0.231811727
768	0.2317563105
769	0.2316710663
770	0.2315790048
771	0.2315240765
772	0.2314715711
773	0.2314107951
774	0.2313652974
775	0.2313207628
776	0.2312270668
777	0.2311599198
778	0.2311060659
779	0.2310097836
780	0.2309295493
781	0.2307865745
782	0.2307229115
783	0.2306839463
784	0.2305530681
785	0.2305083253
786	0.2304499428
787	0.2304110222
788	0.2303326372
789	0.2302395075
790	0.2301308969
791	0.2300809082
792	0.2300319252
793	0.2299752021
794	0.229927095
795	0.2298653968
796	0.2297912081
797	0.2297643133
798	0.2297154015
799	0.2296061602
800	0.2294751167
801	0.2294073642
802	0.2293457944
803	0.2292965106
804	0.2292125743
805	0.229154489
806	0.229107992
807	0.2290638453
808	0.2290016763
809	0.2289389128
810	0.2288772355
811	0.2287833458
812	0.228701297
813	0.2286590712
814	0.2286053992
815	0.2284909395
816	0.228416813
817	0.228323222
818	0.228281831
819	0.2281939862
820	0.2281386743
821	0.2280530242
822	0.2280104764
823	0.2279476886
824	0.2278866691
825	0.2278180507
826	0.2277665685
827	0.227718822
828	0.227666821
829	0.2276106308
830	0.2275267865
831	0.2274666849
832	0.2274116292
833	0.2273733847
834	0.2272864652
835	0.227239107
836	0.227204078
837	0.2271573692
838	0.2270400035
839	0.2269841282
840	0.2269011874
841	0.2268414754
842	0.2267853992
843	0.2267145503
844	0.2266704154
845	0.2265956481
846	0.2265244621
847	0.2264621568
848	0.2263542061
849	0.2262471708
850	0.2261970849
851	0.226134133
852	0.2260474119
853	0.2259743118
854	0.2259025207
855	0.225857897
856	0.2258039672
857	0.2257438926
858	0.225696394
859	0.2256447055
860	0.2255728484
861	0.2254943117
862	0.225443465
863	0.2253766896
864	0.2253374209
865	0.2252673062
866	0.2251460903
867	0.2250874486
868	0.2250164261
869	0.2249734056
870	0.2248905173
871	0.224734139
872	0.2246519656
873	0.2245703504
874	0.2245188611
875	0.2244607069
876	0.2243826457
877	0.224292086
878	0.2241757808
879	0.2240875885
880	0.2240503873
881	0.2239932312
882	0.2239065197
883	0.2238472772
884	0.2237766635
885	0.2237513677
886	0.2236847016
887	0.2236259913
888	0.2235564486
889	0.2235131377
890	0.2234671327
891	0.2234240582
892	0.2233253241
893	0.2232574958
894	0.2231931934
895	0.2231029102
896	0.2230292941
897	0.2229732424
898	0.2229395831
899	0.2228752676
900	0.2227937248
901	0.2227164397
902	0.2226180646
903	0.2224963086
904	0.2224352984
905	0.2223848028
906	0.2222993923
907	0.2222381734
908	0.2221778007
909	0.2221162001
910	0.2220608846
911	0.2220100623
912	0.2219839156
913	0.2219015793
914	0.2218384117
915	0.2217672657
916	0.221712573
917	0.2216506013
918	0.2215648558
919	0.2214995105
920	0.221434492
921	0.2213860312
922	0.2213526346
923	0.2213193452
924	0.2212859352
925	0.2212458712
926	0.2211849903
927	0.221131531
928	0.2210460287
929	0.2209861239
930	0.2209573695
931	0.2208676675
932	0.220790786
933	0.2207418106
934	0.2206963383
935	0.2206426422
936	0.220580581
937	0.2205330748
938	0.2204698768
939	0.2204369615
940	0.2203834367
941	0.220314762
942	0.2202454659
943	0.2201822501
944	0.2201267323
945	0.2200816702
946	0.2200354259
947	0.2199675646
948	0.219906331
949	0.2198497432
950	0.2197858298
951	0.2196929074
952	0.2196434683
953	0.2195912822
954	0.2195299261
955	0.2194751892
956	0.2194371532
957	0.2193411202
958	0.2192793287
959	0.2192112607
960	0.2191265896
961	0.2190661023
962	0.2190083676
963	0.2189620333
964	0.2188841776
965	0.2188536803
966	0.2187826802
967	0.2187127284
968	0.2186615288
969	0.2186220205
970	0.2185389014
971	0.2184976346
972	0.2184062523
973	0.2183839302
974	0.2183287547
975	0.2183079851
976	0.218269641
977	0.2181940493
978	0.2181387461
979	0.2180747998
980	0.2180039002
981	0.2179510446
982	0.2179348835
983	0.2178809939
984	0.2178054436
985	0.2177482347
986	0.2176819872
987	0.2176057631
988	0.2175657774
989	0.2175153899
990	0.2174219433
991	0.2173831735
992	0.2173250012
993	0.2172768285
994	0.2172435628
995	0.2171783863
996	0.2171376437
997	0.2171013846
998	0.2170383401
999	0.2169818264
